Wallet Address,ROI,Trading Frequency,Activity Level,Portfolio Volatility,Sharpe Ratio,Loss Ratio,balance,Rank Score,Final Rank
2MECcce5idRy1ygV1mSXQ7ZgeAHNEcgoTkKgTvWfsa4b,0.6657721418293021,1.0,0.9913665431637793,0.6616183124385072,0.666234473103739,0.42,0.000990502,0.6230900145584435,17
FfTU4CQay375Mz5WQAwDSVhLbNwiXCBntis3gnTeLLxN,0.6677440210950436,1.0,0.9972354900883622,0.6621863303954034,0.6629976009350711,0.44,0.000890881,0.6221511914936594,18
9WHwEQkCnyhZPaDW3776sV19np8XD5rGeWCyyvmyjour,0.837488791362164,0.84,0.8303056182780004,0.6445447409085655,0.6695933207457264,0.3333333333333333,0.001000846,0.6214386177892047,19
dixivuY1A9pSgmEhybq9j8YNXdZk9E2qkASjgdHpiTA,0.6272291846269282,1.0,0.9885142847860677,0.6137881693484517,0.6689087726061943,0.4,0.002381083,0.6182745499316857,20
D9hfcu5YN6NwhivwtNPcX2tDLVmymh2yhvWEu2hf4Es3,0.6173651958655196,1.0,0.9884267659872817,0.5875521803294894,0.6713697771397747,0.44,0.001000846,0.6144136493521183,21
PAP883Vi4XjTyKY4wKvjjS3C4gZKUBmJaHUkaNfELFX,0.6514755729940668,1.0,0.9953994023436068,0.7236874158727584,0.6690091108045467,0.42,0.001156343,0.6139556329405749,22
4HqTyJLNvrhqtRJ8dRtELxRiRhjVENH7biGUTb8axwGK,0.6309838199417633,1.0,0.9939842995690865,0.6399826876912285,0.6697761728293932,0.46,0.00089088,0.6120489716931021,23
3WRTftN4GVmF6h5jggWbsMm6Rem4xT9wLeNa45QP8wcG,0.6243695826970326,1.0,0.9884001609145152,0.6790244082717155,0.6705067828486251,0.4,0.000995001,0.6111898227345662,24
HZKNi5RtCM16monmyFPjkSpJNFCKV7mjn3zeL2m7h4c9,0.5753895905986163,1.0,0.9954170051489506,0.5659537168914355,0.6677674597778246,0.4,0.003458035,0.6086583984757964,25
2USzGz6VPiLyoudrGHesEzRua5WHcp6zRN9FEw2UU2yd,0.6442058043855099,1.0,0.9992441789494196,0.726655787633802,0.6673946605726562,0.46,0.000995201,0.6079239304566879,26
9ZLEAmDc1VLtPTmn1jnc6jQSxCLb2mBTNywtf8nAW6es,0.5987270522148014,1.0,0.9882317752597041,0.6229792535848616,0.6768685719989596,0.44,0.000995,0.606340259757687,27
APTVXUxBn8iLVK3CMHD2dod1aDHjNpX89d7ogEMpxHCu,0.856496435813077,0.78,0.7705909738727691,0.6218376255915142,0.6682809395156458,0.3333333333333333,0.000995002,0.6052062175291213,28
3dPpWnaqRmQHR9Cfdo9e13oLrAwsvHJFMEBDBBzmZmCf,0.5976531886177757,1.0,0.988465758786444,0.6333739523376939,0.6668402086163588,0.42,0.000995001,0.6050197548321239,29
6FaXe1msVWSWmVtybnxv3EYWQeTcQp3eGrJrsMxkFoGr,0.6145615568681053,1.0,0.9898253989189938,0.5752827882190359,0.6758961406208146,0.56,0.000890881,0.6039844961464896,30
ZifXZSG8RXrdcNawyAdYFhfQy8yP5Nt1G7ngBWxa885,0.6907459460510058,0.92,0.9091993617834476,0.6959773061543207,0.664980858204375,0.3260869565217391,0.000995,0.6038534015452602,31
JASFJS4E5hTSSGjTM4ZRLchbET1E8GbsZGn79h9pVWxY,0.5831245633654198,1.0,0.9900604279338979,0.6192062220033262,0.6643189793941008,0.42,0.0010023,0.6018926282748931,32
DhA6gg4b2DS4jY3XqKgipyAKWFQCZprcRHjScsDRSDvC,0.6964744045545678,0.92,0.9090037457458912,0.636977155049288,0.6688611673238352,0.4347826086956521,0.000995003,0.6013393276058218,33
DmrScK59xm9AKbMMKJ3JsWFz9Vs8SD9fUB9e8SGrt9xt,0.5860768390459397,1.0,0.993767087778412,0.6980795157043433,0.6680352153109744,0.38,0.000891082,0.600375560761225,34
EkK6QLiroifL1AZ6AA8eZ8pjXXfYnPGLxW5sjgkyL1ND,0.5623404010815339,1.0,0.9932447235885753,0.6190480110173245,0.6713089633139229,0.4,0.00466051,0.5997080566032273,35
B1TASaT67Wj3hr7mYH3CBXe1bi1Roh88huJ7okgNupRj,0.5503592593300967,1.0,0.9993667843837081,0.6162894335112299,0.672639710816507,0.4,0.005126551,0.5978801334879491,36
99Na1s4Z8ozc19Xu5UnNskUkq74hpW2Pv6B4tMjz2ebp,0.6205332116485458,0.98,0.9680821724821767,0.6406842859187575,0.6693530476465128,0.4897959183673469,0.000995203,0.5965989870916911,37
2sa9gTgx3pWaHD2irMHcbuR4bdzYHykSsyZH2GH76HGF,0.5490931635100025,1.0,0.999424612159488,0.6026598159317522,0.6673397075895087,0.42,0.004482873,0.5958148314096249,38
3qz461CQZr2iMvfJ3LpGbzVoiJ6LKCz3E8CmQJNg7q9y,0.5960136627061361,1.0,0.9879138153324645,0.6251666316823957,0.6683757201857207,0.52,0.000995003,0.5955453427472382,39
Ahw2RPQd1VRDYHx2KWzyqHWUepdeU5XWSUc59NyaaaCB,0.5860777531759758,1.0,0.9890935149728539,0.665293840776852,0.6693885458926294,0.46,0.001242196,0.5949903540482043,40
AU1icyWVktYbTBxQEvhF1pbLCH3UubKQv1B3HopZV8XF,0.5605168945333148,1.0,0.9897618063687902,0.5912085154940532,0.6687935661388421,0.46,0.001880982,0.5947452913121156,41
G5Ez9rVZrfUSeRemVNXxwt5QLxNxnuJzaZ1EAFGbh71w,0.5765231869493282,1.0,0.9898497408277166,0.6377390403399663,0.6667944225363284,0.46,0.001880982,0.5945118847236108,42
BHNrJqb316oj2SsnLTneRQPVMHt5uj21qSZmWupsu8YG,0.572746624140259,1.0,0.9931989148165182,0.6165377742037568,0.6666710649111228,0.48,0.001557281,0.5941442057672303,43
6g7qihUWM6tDUQUPrYR8eDMNYTftnVkUurBuVJXCTRYH,0.5599048308692549,1.0,0.9930094687341715,0.6857092821946692,0.6695715080189358,0.38,0.004556443,0.593916716391931,44
Eu6F89NVmV2np4YX6xLjHRYDvC2z4SXnwJPA1Yr5oyf1,0.5149493115748806,1.0,0.9935941786192917,0.5794217614069714,0.6724959589754176,0.36,0.017069813,0.5937606448507088,45
2o7vvo5pW449RoinxVfpJfpRpBghKc1J14tzZgRkgtQP,0.5631769819084473,1.0,0.9934158484964225,0.6659629912768852,0.669297640714923,0.42,0.002045005,0.5928994932871148,46
FYUCjizHQNoQuG7BkDBoPrvW6zx6cWDFE56WunXcnorg,0.5583932481971408,1.0,0.9896359335094546,0.601333061373525,0.6670774845334935,0.46,0.001465269,0.5927273519303794,47
G4jDpErmEhtcnAJuxd9e7b3m5t9S2zM2aVR7ZNqjTg97,0.7720008885397222,0.8,0.7904006304727991,0.5655894971689845,0.6717228398357536,0.35,0.000995804,0.5924660109067288,48
Ba944ed93AW7ffz1zZNkZ8oEVTECRnsAv1y3nPPzJXLt,0.5675981307242342,1.0,0.9911682268413249,0.6496070504663302,0.6642940628920223,0.44,0.002757919,0.5924111921173068,49
DsPqbcCfNAAPsjk5vmLQ1fQHyqk3X8TQq9pK6ShUqkTU,0.5646962960305524,1.0,0.9991456860703194,0.6431364299181078,0.6661936560731023,0.46,0.004279281,0.5921631142460393,50
4wmQQCrhK8fhJQjHAYfcJNi17WSMskGsYcTSs8UsYxzG,0.5162357549084731,1.0,0.992204909712356,0.5604838249283768,0.6618419693122755,0.38,0.01078383,0.5916317197846305,51
5rkr9my3L1soPo3PU9RBv2cjHXonN6ATj2DzDEa9dNgK,0.4851608015237446,1.0,0.9997448865807825,0.5109771797846817,0.6730130763882589,0.38,5.919762925,0.5910021150724636,52
GzfhWPgZwY9MVEZs6eXmPMGnSys2pHa96qcPWEAcBzTG,0.5287080399681533,1.0,0.9929481025133947,0.6519001259365598,0.672428524116259,0.36,0.007853137,0.5904977247227208,53
E1br8TtAxMsnYp6adxfW1qoK9huef5BxwWNoLYmtZqoa,0.5170666913621427,1.0,0.9984565871318665,0.5958236231168599,0.6661904604243373,0.38,0.007868706,0.5904670546081976,54
78DQzzWmEY63GMH3rKgQNGsGerjhNHYNZiCyfU66rt9v,0.500686895796575,1.0,0.9999569589697628,0.5971233916123408,0.6686224121263347,0.34,0.031090201,0.5902096037969579,55
9Nb3hmv5ESD9a2q3vxFmUcjyQa9nBSkBPnoXMkZTJtPF,0.5772131418265678,1.0,0.9899911929729897,0.640591991827081,0.6740333192557105,0.52,0.000890982,0.5899096458110024,56
9ZLEAmDc1VLtPTmn1jnc6jQSxCLb2mBTNywtf8nAW6es,0.5437644902075045,1.0,0.9882317752597041,0.6392728275571983,0.6734302122283299,0.42,0.000995,0.5895344618041383,57
6VnUj4joN7wpPFp3J2wTZDVaPkD3jMhsaJiWFE9mFjRx,0.7047127908404491,0.88,0.869293289835697,0.6501813378326041,0.6709246299590729,0.4090909090909091,0.000995604,0.5895301965187374,58
7QVBHYQzmK6UQ7QUMjfeY6ccyEbGqmsLP2cynqvYZYP9,0.8336492705496434,0.78,0.7705466040980461,0.6835171535161187,0.666207664070605,0.358974358974359,0.000995003,0.5891964835495755,59
4tKaF3zxHcCQcZZ61SVRgZ9wJhmPc7ZupNrmnu5eePRt,0.4879361463720269,1.0,0.9953656871230151,0.5796699063457292,0.6761690932359503,0.34,0.161684353,0.5887208093488283,60
72wzWPEFxD8RhN4ZjUBnR2cvFGYhU4nBvnnt3VqhK1Fo,0.48533996138143887,1.0,0.9942684016435638,0.58963614418885,0.6724944890859981,0.32,1.496959318,0.587990952141459,61
E53KLcUR5dBkJqtDSRMfU1TEqRLuo5vXqr7VnmwU1cqs,0.5682949046334732,1.0,0.9994880488371388,0.7200715028084992,0.6678587347066354,0.44,0.001006221,0.5879506778179469,62
uD85t87BGaBLqA8KHvTwQy8B9m87efEAghnebPXGbaL,0.5420985933702583,1.0,0.9924246664801313,0.6395364660909928,0.6639337369548097,0.42,0.002595251,0.5879476120889664,63
AxeFBDRQDY9kbtNbmGgopBU7zmspv4Fgobc8PkVSB8Qh,0.5127446451471934,1.0,0.9967766516820641,0.589776548652661,0.6661274264960517,0.4,0.009538628,0.5874265543145152,64
9tNPBqwTVH5kMJCWPc3bkSAPRqfCRbvAt1RfDJHRQmfG,0.4996843056314724,1.0,0.9917481246320112,0.6351173880662648,0.6692958451219626,0.32,0.038403467,0.58660234683361,65
5t7YKfCGkBSaBTJJXYcMEKifeZMV1dLEY165U6L7BtDF,0.48607348047343973,1.0,0.9896004915799129,0.6054773056448859,0.6752233205893964,0.32,0.264616196,0.5862390760114052,66
7qPAJGd1Kcc5CcrbL2299zEYyr8oiwUdjjHEg1qRhe5R,0.4876396884342767,1.0,0.9989337479049262,0.5525646818875392,0.6660946751767193,0.38,0.131945608,0.5860411229578582,67
Hy6wYvuY3CRb4SYcT1BSs2gyJXPnnASSDr89nEwhrQtd,0.5778147625433574,1.0,0.9906635219323946,0.7069426302780993,0.6659508748104843,0.48,0.002240002,0.585973045083773,68
CUV3uYt4n72momXXK8MnRBLvrB6BAxokeAzGAHR1FauV,0.5286053516512405,1.0,0.9885381430129726,0.586498474718811,0.67032098237839,0.46,0.000995001,0.5857035831017635,69
2R23eniV3dYf8FBS5ztgT6FFKkozvEND2wfFfBn2aHsj,0.485100377838809,1.0,0.9880953927374303,0.5955386965894687,0.6696474972409501,0.32,0.0,0.5855248216883719,70
FLoM8b1SQjKresVeCge93TGT85nmQDmfwY5J32dkmzMK,0.48844215687787185,1.0,0.9962433472972507,0.5890309608864005,0.672682291272992,0.36,0.09999732,0.58541467868877,71
9s3byoN9hQhpArfVLh7Qsi5Q6UKDyyJ5SvwTkRpTow2a,0.5291483899048224,1.0,0.9991840564460317,0.6765831805042036,0.6724571216923116,0.4,0.00764572,0.585414434548695,72
6KoooiG6wf7T4xD9DzQBwBMeTWk5m9V9U3jaZ4wULvjv,0.5684822313145964,1.0,0.9875325880915111,0.7042840231718295,0.6688493340233569,0.46,0.002222973,0.5853926515001696,73
6VZ61WC3j6htR6VkUESRSYzafTCtutkT83fJGKhX6v7S,0.4851068476284909,1.0,0.9974133524053216,0.5789632115281723,0.6711587910838022,0.36,67.975759333,0.5853501618335548,74
99P53CaVbijCAJ1GCHWi6ZiZewRU4PVfe9WQ6Ca8cE7G,0.4921065634929585,1.0,0.9940378040778018,0.5907237310649296,0.6698369827007352,0.36,0.081728254,0.585334553297102,75
7azv99nzG6KYzkAP3uTN7trfUFtEqzXw1Pxy8MsR8R6P,0.4851011907006111,1.0,0.9999423576523172,0.5791912525804443,0.6684642974867556,0.36,385.167374429,0.5852925629799534,76
D1TPnz1MHqBcc3nXBTfgEouqHkh3Wwaw7SDnz9oTTG1S,0.4851581564238901,1.0,0.9998943536751435,0.5776017547682685,0.6633299020963523,0.36,6.683593606,0.5844321226046393,77
3eFn5uFNZgzT6dNthgF7cgD8gD8bkmWZ2iJ57ZxQpV57,0.4949725527302038,1.0,0.9998763598079042,0.581392633514385,0.66916249256384,0.4,0.032817637,0.5841602729419715,78
3v4GRn9iEYHoVsfUZ2fvhYGk6X49oi4XoS3Jjg52Akmc,0.525378331632033,1.0,0.9965234426815667,0.645307198098539,0.6666676481400794,0.42,0.00089108,0.5837209978440852,79
8nwPeguVWHiZYLsg1pgUWHfAavqxfBBi7nU9RyQZcgoV,0.48510514684552314,1.0,0.9995884813380599,0.531491333859532,0.6651406974513016,0.42,48.890198197,0.5833282464255761,80
BQWAQBTj9LrdZR5BETksDZS8N5aWHk79KqZP1AU42UJ8,0.48515589832915,1.0,0.9993926766721245,0.6124571838413982,0.6757202672896035,0.36,5.332581522,0.5833236399069507,81
E82oLEe7p4RPidxXww1iGUyXEbG8Xpy44PRgkbDZAmSj,0.48510060425509105,1.0,0.9900913483043997,0.5779943225643651,0.6777326558429033,0.38,1206.58027158,0.5832955498495515,82
5AahvxmNBXEXt6wUVq9AteJnaMvJnFoacZ4MHYVSDitW,0.4911031794074069,1.0,0.9997176706934316,0.5489560109919984,0.6640062990089072,0.42,0.042708711,0.5831801466634899,83
5EzUr1Z8nahDXXK7oki6pPeJ3aWoM8cxHJShFumJtsT9,0.4851014567257319,1.0,0.9999838857649841,0.5782986850300484,0.6752041797684526,0.4,216.147387211,0.582738181621402,84
8y9ox5P36vD6vhxAbX3s8zSVA2XneEdrqvFBvkwH7ajh,0.48510088820821207,1.0,0.9994300942423457,0.5853611404316515,0.6688689227676001,0.38,810.352947864,0.5826539558212877,85
7WBK3dgGwvn94Z1ErHt3mDW2jWW4pzcKmw1PzKBGUNLL,0.4852086341986789,1.0,0.9991942839194088,0.6101209066009157,0.6711920568619117,0.36,2.536663654,0.5826277677557762,86
9cwaJH1EAqnra99geS2MzZY1oUGEatxMLmc5XFrcqEn9,0.5312528743086089,1.0,0.998684910614976,0.6366037109626345,0.6657495722708615,0.46,0.004644965,0.5826023877734867,87
4at4zkeD7sapP4NTpxXzpWjh2o2Mms9sqDf5UCM6zu9s,0.5088899092260083,1.0,0.993932278610649,0.5830186235530169,0.6667720004575832,0.44,0.007490861,0.5825059662261473,88
4opEV2i8eE5tRAsYW3sk6QLpnouojuv2tcQrvnmKPccA,0.5489979980536487,1.0,0.9884183198158983,0.6302116495398323,0.6730740384048692,0.52,0.001000846,0.581976706106265,89
9wbLnFstt5kzLhaWqrkAJvfZwFTVqmxPCcBuaGmgFUJ4,0.4885526948102439,1.0,0.9996696988445779,0.5829228378189821,0.6687557720436765,0.4,0.104249607,0.5819586188388258,90
ARBx28AMzR8NGK9M4yLwEyjne51vwsUfCrAgkXhzabPC,0.4851224247830167,1.0,0.9999837558084396,0.5597301677241433,0.6709234327688144,0.42,15.62422824,0.5817451483779416,91
4nHj98E4gqm6TvnN7RKJVvJYBMFWDojngtTQB1rbQwoH,0.485133963033745,1.0,0.9980613525081338,0.6060292192076665,0.6758043425091115,0.38,7.74111561,0.5817104059928059,92
CWvdyvKHEu8Z6QqGraJT3sLPyp9bJfFhoXcxUYRKC8ou,0.4851006162534644,1.0,0.9999431510712206,0.6004668403690794,0.6707312148615848,0.38,1500.434547218,0.5816183740256925,93
E8w1cxuvHVL4gMQNfy4VUXsEv4JNEQyqJ5WyFkS6hccL,0.4859834425285921,1.0,0.9956131032368087,0.6168180124873376,0.6714612419424857,0.36,0.456270242,0.5815281005457028,94
J9NtXeG5Aa658entKEM6rr49yVqJfLkZo5TuctYHAzeu,0.4854568008521272,1.0,0.9987499058926523,0.5991940294862411,0.6701190861886259,0.38,0.503682233,0.5814914357232698,95
FAANRrnXRQok7CMRazjinqVTDigvABjP3Pw23wzXHnn1,0.4851717404905091,1.0,0.9989683086274399,0.5690840631415653,0.6652205903713274,0.4,2.376863276,0.5814808956327497,96
FVxeFYgyT4GC6D7gaLkMSu2qtSJfw2N4RVPZowi2A64Y,0.4851003994868408,1.0,0.9999341935449935,0.5742495684233004,0.6667105960699748,0.4,6698.656878562,0.5814341209267159,97
7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q,0.48510092719044945,1.0,0.9999938432851722,0.6332447159894513,0.6758965449801453,0.36,735.670499995,0.5813838842112531,98
F5wp7RT9Wh25ZSUNeDnzAi5ahRfjYaCS6j3FhFLfxmAf,0.5006864768438277,1.0,0.9999378479531456,0.642449253801203,0.6664639093123379,0.38,0.017371294,0.5812413691261248,99
8y5bhimPybAHS8afyHRLxXKaXcMrEeqW1vodyXcCisU4,0.48834156083370034,1.0,0.9995962479201738,0.6392590834166336,0.672946708182495,0.36,0.10203928,0.5810851511289805,100
9xb45vxKxWt5uAZudXE74edLSSeqfrBWCoEWPgragk6d,0.48537687606234126,1.0,0.9981332744508075,0.6072904542734949,0.6627111076665522,0.36,1.370436175,0.5810528938148248,101
Fe8CGZDVg9Muep5UDeb346hh9tivVzG6EKHYEQ2hfxQx,0.5222783030626352,1.0,0.9927343323435027,0.6417330720160521,0.6699456495762547,0.44,0.006650981,0.5810461801011368,102
APWCxQ2REVJBKv9Ya6itkQeHiQL6iMYJFe9uMRCVVJaw,0.4923075451888786,1.0,0.9979161242184961,0.6189694822907433,0.6677532082527846,0.38,0.041614989,0.5809291818218454,103
9ZGXb9nHgTc26evVMfFPJ7KpT5vaGFkfcB6gh3wjocr4,0.485100377838809,1.0,0.9958863551007057,0.6573171415495104,0.6696874688996258,0.32,0.0,0.580913163996758,104
CgsM7KA8A5cuQ62zmWbCvnJLdXmS3P1rTZteho2i2PA8,0.4851040260187076,1.0,0.9997927238922961,0.5781151685829715,0.6658929080898501,0.4,63.640626488,0.5808568173437444,105
BMgLzP6LTKUDLoXa3NxyzqQL7r1NyUyhWnic74gUL87p,0.5071322340211363,1.0,0.9962708824597819,0.6626180913722125,0.6670070277244324,0.38,0.010821314,0.5805334431059624,106
HJgq5oMitbALjkiXG3SYve81XJZ1KmuWBsv5erwa2opB,0.4868630933182083,1.0,0.9986695802607684,0.6366008073032837,0.6717878784977919,0.36,0.23072887,0.5804903390168462,107
6vxAtsX7SJeWf7rCKMTD1iXah8E1z9ACGCAFVTuWoHxd,0.48513936346101616,1.0,0.9952169225219019,0.6130322797896444,0.665929362426897,0.36,9.7593762,0.5804678380491002,108
DPk7f45ih1gmnxuDqMXXGQYFbGwwNXoUtsZtnht3FRy7,0.4943936654755426,1.0,0.9972561357342662,0.5617430918000171,0.6639914131651621,0.44,0.0285445,0.5803933002425468,109
9gbimyi3FqXCiMRri6hceJySQstDjEKmTPA23H7q6XQv,0.4998722724852236,1.0,0.9984810292533376,0.6313050285620628,0.6691775219658586,0.4,0.012581208,0.5803628891332,110
9ru9BSVFSUqSRQFwdjjnkzQGf9yUdpRTjpjXPKc4BvxX,0.4851078330107099,1.0,0.9998260986279962,0.6682125477553711,0.6672741261946544,0.32,61.289520838,0.580131140092206,111
7d4kX2643BuxgLK4UY58ogLv6rg8PTzdyrP35Bnp484D,0.48514111555099393,1.0,0.9983048683568263,0.6402310931240628,0.6646927815671618,0.34,10.149734385,0.5801187553376895,112
7zH2rL8j9ofN44JFHfRvscNmvQfyBKQJ5zwaoHLhN9ik,0.5059229821516424,1.0,0.9881869836125288,0.5780364662341285,0.6624826855389635,0.44,0.000995,0.5801071818523784,113
6xqrKt5qAao3gv6F857iW6uW32hRLk1iP75kRYTbYnKw,0.48510468280523433,1.0,0.9999131566489423,0.6122178531915096,0.6590518701578687,0.36,96.874390597,0.5801026248837815,114
2AiyJugdSbU3tpES4apkkEvMiHYAHHbdqpiLGzwX5p54,0.485165583305006,1.0,0.999981486432084,0.6253154038054161,0.6739349835113739,0.38,6.863429581,0.5798014285996517,115
2sV5xsUAYvrQpUUdx5JAZoAZangiPA6oQ7cDh4bjNr8k,0.48530814820556584,1.0,0.9996509347134159,0.6250014338760145,0.6735742844081463,0.38,1.455094521,0.5797373448983808,116
Bj24qHsb5AcVmZJfhuEkcoY6aNQ8LVVbEd8ZKCBDVxwF,0.5231321483828387,1.0,0.990052814149556,0.666464506910882,0.6669375495022216,0.42,0.006371996,0.579691266554119,117
HBJ81wQBojpcpadmuamq97VkG7joR8V6qr4jR5YPd8Ek,0.5299384077912898,1.0,0.9827324183471546,0.6230964125789141,0.6723451566533158,0.48,0.004596171,0.5796873960795896,118
4RDLDYjV178WJFusndvG58t4yFGijVTaNPYVjDUsgeGu,0.48526366410313254,1.0,0.9995816155411688,0.6149946536189639,0.6680235919364936,0.38,1.839319764,0.5796006753645757,119
2YQngRz1oMFraYoci7bsEFr7JkcLBVAvoytbiq6MdXEQ,0.48510081825990425,1.0,0.9973666872754843,0.5909502448469206,0.6681452590648332,0.4,904.195608064,0.5795376102613428,120
7ReEEHU51hqncVqbmXRLrDTK3ujx9S8XbBe5mynq3jAE,0.485100377838809,1.0,0.9906815157996338,0.6074452801525764,0.6626517748481039,0.36,0.0,0.5794522434659326,121
BUSCjZJKAK9QgCDE9SvM24c6NSXRf6oMQ8Lq5tsMakQU,0.485100377838809,1.0,0.9981087816268313,0.678974323044167,0.6705185969247213,0.32,0.0,0.5793581567575365,122
HzNtkV7huNFEk33bA3Bt7hArDpjX4aDDwdfv87Hw7Gvd,0.5068735887247917,1.0,0.9976180192165339,0.6240230704319147,0.6705868307471653,0.44,0.009543389,0.5793007395669858,123
8gzkWPhiJHM3gkcoR4nu8V9JBjWfogcz1oV6vSN9LQUA,0.48512777478093044,1.0,0.9968947203089108,0.6621080213515834,0.6716455907231046,0.34,12.999272975,0.5790355925055237,124
GU35xQ4iK7cHZcZZoVd6GXF4M6uiEfdcvWoud5fDdmg4,0.4849039874715146,1.0,0.9954565811524222,0.5639916244186466,0.6738595300641186,0.44,0.064581646,0.578935256042898,125
HKeq5MRmZfYzXJX4Zjo7LnftewT7jBZFBvnRoEetrqcL,0.4851429293843438,1.0,0.9918902502169924,0.5628757410140355,0.6760537200003667,0.44,4.300980314,0.5788440987573714,126
G5mJk7Eo556MbMAqSSpNh7tgvafX9hS6ke5f3tcW4JM5,0.48513231718927896,1.0,0.9998068599138569,0.524570216740615,0.6589258939890996,0.46,2.904258499,0.5788292242633135,127
DZWFErvtup7C7FtAfecbnJ9s4GEVevtceZaoSKPHxUd1,0.4854496656180754,1.0,0.9970633040674453,0.6587763434331745,0.6682901979771798,0.34,1.203286606,0.5788279657510302,128
GuiU6MpLahPHSHYcsfSRjwLUm1AtZ9zP2eiLAkJMBjg,0.48526086860394413,1.0,0.999969698099659,0.6388728914094817,0.6756292273606522,0.38,1.048629062,0.5788107565322973,129
cGxeYN6F7T9aELwjLPeL3hnJNscGU7EHg5CEsP4B3Hz,0.4851005025106069,1.0,0.9995712616252821,0.6070135423327383,0.6802961365953877,0.42,1191.399548336,0.5788022761640422,130
rMvifCa1QuvNkHYCxE2p4mpsLZeoMBwUA6WntUxHXuD,0.5460748820519046,0.98,0.968666229949048,0.5803640728597977,0.6711905903412481,0.5102040816326531,0.001000846,0.5787370132243854,131
25t5RCFqGbLTqG8TGJgpwxbnvhwJeJivWzjCSKGMA5FV,0.48516299770566046,1.0,0.9894965584726219,0.6043481491441877,0.6785221286100027,0.4,1.892395547,0.5787178218138043,132
7asAaHA59WRzgr1pZeeVzYRH3MTEnGERaLEZtbPyh4fE,0.485100377838809,1.0,0.994604934124307,0.522919410914503,0.6726844277921,0.48,0.0,0.5786960446434738,133
Fm5kKryfezm3zHBPKfKxeqC5stxbewaFvT6FiV5p5NdZ,0.48493576406078237,1.0,0.9981123080237082,0.5691514952052771,0.6723589131367055,0.44,0.249055238,0.5786598239297897,134
