wallet,roi,trading_frequency,activity_level,portfolio_volatility,sharpe_ratio,historical_loss_ratio,balance
C2FzzX4cd7aVc5WqnxqRfop422qq7fougxxCpq56wLEu,0.1641533042884104,50,15916054893,0.02996124237085269,-0.0038163351085283965,0.48,0.458688491
DeifSQXGAVWtcMTxqjMMMGWW8eqqLWeaGdAd55rnxSFX,0.0,50,15757742412,0.0279750158172486,-0.015400626851768531,0.48,0.0
HrjcpgrKbGU4KRDH2cnbR5Y1ySUhVMLF9ELtf4HBJkwa,-0.216812851406916,50,15763985503,0.025831153518015553,0.045290921992672206,0.58,1.207624277
MfDuWeqSHEqTFVYZ7LoexgAK9dxk7cy4DFJWjWMGVWa,3.8817275877563196e-05,50,15935751457,0.03155480228657814,-0.07395671496509264,0.5,94.630718825
E2gXrwLixiKqVeU3CSXnHaMLKHZTKEWPeKKT5xcLJueL,-2.593518755371179,50,15877664189,0.027286538647066167,0.048996446697532135,0.58,0.072652938
BT7P5n93oNifuuqyydNxRVAKxz99KbsRF5nC7M2oE9q1,0.004239118074106164,50,15754108204,0.02880561144648032,-0.1282795940090528,0.42,42.775702066
CXFmQi2eM4Jzt9HZwm9A5JAzGvNpKwRuxo52ua3Jyceh,-4.764284838407671e-05,50,15819466917,0.029941481035832402,0.06947915667013732,0.54,1044.717093971
7r59BsY4KbRvau19g6dkpFxyM9NpspMeaZqT28t54HtD,0.0005355157969783382,50,15902345442,0.026915056718165957,0.05455410774755297,0.48,8.620995053
CXVJqbjULFkZwfCpMtL2LeDm5aCahdCM8otKphCVUmUh,0.12980773794044073,50,15885121920,0.028710647002102144,-0.006940504059535223,0.38,1.298486535
H2ikJvq8or5MyjvFowD7CDY6fG3Sc2yi4mxTnfovXy3K,0.0008717366951575068,50,15922779545,0.028059617671442327,0.1936548336177935,0.42,374.345247301
G5nxEXuFMfV74DSnsrSatqCW32F34XUnBeq3PfDS7w5E,5.899925792050817e-05,50,15935467073,0.02957703076696512,0.07762126107126675,0.42,3962.298223731
4WAfwi1V6jUmFasSgMK3roUo6y9mHXxcUV75tVU9NtnQ,0.0021417088538013404,50,15919966065,0.02727687995015883,-0.06623767052304828,0.56,31.839734042
6obeVmM9SZUagyHTE7Soi7FhdZtd73m4MwHpkcL9Mu9Y,-0.00031397894735167423,50,15934341731,0.029057506898853978,0.026659466011162945,0.64,1072.808612287
5T9SUN1XuaoBvBZCzn5SyDzUv1uJGn1vgo1QGUoq8HyS,-0.07539416788202803,50,15819828283,0.02492771412249757,-0.06050637698492326,0.6,4.17654036
9iXbBirB8F8z1L2QRgRMm8SNWvcM5gDiebmT3TiYhyNT,-0.38613972545957737,50,15900109195,0.030275978936292247,-0.02069116379793971,0.56,0.509782223
HvttS1XkHQvxJTj78dq3AyMiRxqPg6HarpgraMM2kjhP,-0.010253466723651522,50,15797806259,0.029094452037367588,-0.1320841900780688,0.54,1.002772602
4GFQMrxQfWsaLiNnSskVVUXqLrHtTT1Fr1qmPW8mB5fL,-0.004549414225810107,50,15744119948,0.026617173943329523,0.10717807199317207,0.56,10.737738865
2geJdkyRANJn1msChUsWSPduqgdR8T348EX88a3m49Aj,0.1548593158981632,50,15934899583,0.02823514928179871,-0.03594194179409786,0.48,1.532461215
GMG7x922cTmn8TNHAGJzXVeSineQCKXZ8ztQP5fdPBiV,-0.0025977655021003207,50,15935694647,0.025698904044992286,-0.03461138800414842,0.48,37.540707448
GMqwf2ct8runQarHgHxkbXgcMBJzwjVoL525ZLCAFLB2,0.0008877968857662979,50,15935636066,0.030380993841613933,-0.06058539198582877,0.42,250.897180465
8nwPeguVWHiZYLsg1pgUWHfAavqxfBBi7nU9RyQZcgoV,0.005315891286628258,50,15929538236,0.02359454263920127,-0.13339745654071375,0.42,48.890198197
W2GuaA1eQ1LQN1Y3RKz6ioZiQCS8oGfWEPgkz97v7kF,-0.16013715736500123,50,15916732848,0.02829717267753672,-0.03587883397300732,0.56,0.873719458
nQ1qHfmxjk1e9JQtn2tQFnfH295Go6e98LCCQFZ1sHd,-0.001514915775522755,50,15892538474,0.026956778207612667,-0.16253473731632917,0.6,105.987650993
HyNiuntjo51d5paTG7rX5XLLAAi68GQMN1STwSmvna4F,0.0011737917243231702,50,15933113059,0.028042568988666274,-0.028123459702414987,0.44,68.065437643
2WfNxFN74pzJWKnXQ7NpkbnbEEhSLVJZGiB9NvxQ4Vpb,7.553312331260409e-05,50,15926511471,0.030825448172893188,-0.04676944638709656,0.46,1552.64985109
HQyjjjs6tr1YsUcXd2yLaCdwyU3en8GcMa1w6FpzwXMu,-0.028954571485195653,50,15922975680,0.028324973614927206,-0.12646899670816023,0.54,4.06987622
GGeEroxtu3xWZGsbqqpNBtVRhkMDQh9WwYAGWbgAeQt7,0.02850837393355782,50,15879188066,0.030322529448307878,0.08608958450528081,0.36,15.291848766
ArXAjxBcy18m4cZrXQaJ9E9cFdWfvGQxarHjug51V1uW,-0.03176345069073548,50,15804177043,0.026901979564940472,-0.19800545012211349,0.58,3.6944286
3dwQJy6nXB6SpzDBaz6hw7qcVCzepX6KNg5sPNw3hxHm,-0.03222527066963358,50,15917157339,0.02546065234218905,0.0848040048587356,0.56,6.292950024
6Lzg4arDYUjvogN3CLYfyqAgGvwU5GzmNqMR8rshfGKu,-0.029676288547262238,50,15858293442,0.028498380669030696,0.16668631679427348,0.56,2.568603223
pDR9u4jC1xPquZLaZBypdCVHd171aXM7jNKUceSdDMx,0.014725962287811643,50,15888193758,0.027070497013372854,0.017678252802054612,0.56,0.566925729
8dnKtiuCMYamacBy6ijSrBrxV1KtWT56Pnq7NntyFy95,0.0,50,15741801377,0.028871823001826575,0.15367584660211756,0.48,0.0
Diu85jhDQSwGdtWGbqBhH2qNKejmHGPKpuYRYmjiatMh,1.490755388434399e-06,50,15789388853,0.032961428549365526,0.01945356163123095,0.46,1025.260992557
cGxeYN6F7T9aELwjLPeL3hnJNscGU7EHg5CEsP4B3Hz,0.00013896850301346256,50,15929263821,0.02694720683992862,0.48914115563057425,0.42,1191.399548336
AUoMLSSV5JtFMJ5iX1QEKLbyvjpYS4vq9ypDtQ8CbKX3,-0.005235804093141329,50,15823133764,0.028203499910339727,0.26729114413934685,0.52,3.009835644
HpJ6bsNhW4ftV1E1KtSwvr9yQ55ZbHaxMVvgney6gpoY,0.7281674095576464,50,15907742021,0.03146495569814246,-0.032441703459077154,0.42,0.360597079
3FWvficHgSEu1Dvt7SG3fJK3cqMgGNqtcVZnvpgKEMka,0.06724138479230701,50,15712760216,0.025471972589973028,-0.07582195822598886,0.48,0.90575669
9B3Xzz743fFVXPYPvumESDoG9yMLGMHuRSHFEz6qDrQc,18.634838358329844,50,15830953953,0.029486552873021783,-0.10014677711767878,0.52,0.004636622
2huXTbjeBhtMZ1ugNwUGucYBRasRaaiypymUX6P1Kwjx,1.5849105883440725e-05,50,15934912288,0.023606156114236096,-0.2904563332084099,0.5,1550.8679251
CdFjn99C4VUjpqayV4fnf2w5JUiF254LJTamkhdwEqqT,-5.288305276876449e-05,50,15924954285,0.02666049280092044,0.08868255111309263,0.56,1906.769797216
CUwXgomg3r8QFX7EA1McfDbdT6Utv9tTvCGinaZ33QfN,0.0272014662638042,50,15858596668,0.026832279462314472,-0.053803481341644095,0.48,3.140386798
GCrxYNvZXhY26QtxCryGoH8nfJaiE7qGGpvh61FAui8J,-1.1310773747668406e-05,50,15934973301,0.029531042141815105,0.1463717800128897,0.52,5378.769695345
EwBGhoTKQnmSL64t1LftMAqbcgYtukXC3yU3CpqVVUjW,0.0029854440715011295,50,15894254984,0.0292293856246466,0.03796362893088033,0.56,2.00746899
BTCFpZvtExAMndZvxLxLaKfxT8GVGQyANq4pU4qL4CZr,-0.0001625780248375348,50,15910614512,0.02753865347577686,-0.0872692517892905,0.52,741.051108097
omo3erpdCoYVEk3ssQcNQKtu5HekM4TNyRyrA2MHtGP,-0.0004554233328718347,50,15923531946,0.02911417372724149,0.08271671220819879,0.56,324.074883599
J9NtXeG5Aa658entKEM6rr49yVqJfLkZo5TuctYHAzeu,0.3972957272696371,50,15916174617,0.026600074502069693,0.07109937036861856,0.38,0.503682233
C5tTsPKB9o9Jgqi1SfuwbHY9UHchx5w7VcmCMp5Tmsxu,0.4440371771604839,50,15927501110,0.03013460492101857,0.2972781690560944,0.46,0.388139604
Eo8ttYZZeBqHP7fmBdMgbquPJ4SP4WSY2755QT9Z7pqX,0.0010048250928518792,50,15935690594,0.028895301247125166,-0.06502861654032421,0.48,123.896536226
HshjAKBheiY18Aa2nfXKLrKHscErKHnstj9rVmdjgBG8,0.002028151201092652,50,15931990228,0.0281733261331818,-0.23674324659918658,0.44,160.75153849
Hvm1grr3grLQVYRsSUHk2JgKu1qoAWxP6EL6eQmHTjHS,0.0,50,15754630250,0.028365851232312733,-0.15705240202065637,0.38,0.0
5zAekFLwYsbidYyBKs5neEqFVmYDZsT2b2YEHRTdkqii,0.12054693414700642,50,15837628984,0.027714924038179135,-0.058260930032133416,0.46,0.49074802
EQNVrtBwMG9ueTNryo5n5vdgd9psCsGJFwjXb6hTqxwQ,0.21926410461540552,50,15922090449,0.030385187383015988,-0.03388789011907223,0.46,0.983654853
7W7rw4hAEe9KNF8k7RYb9fQiCFb22GQGaZ6VL3DUawkQ,0.00040147257150892476,50,15933005469,0.02722709395851936,-0.21969868802331222,0.4,506.938435089
4v5pJbcJrjVhBM3QQpB3vpp3FEXccbTeHYGgnTsSke9x,0.00012616470605562584,50,15866943948,0.03047377180914671,-0.14630239780024978,0.44,935.008263422
323PvDyLPwKQY3CeH3E1nVFcJd8gYB7CHDnB4YN2tfUb,0.10834420287607877,50,15875949567,0.02674336679138703,-0.2186012804644254,0.5,0.957869035
HwDXD2WjeWr6pzwvGzbhUz5vnhUyGJMnWhFTfG4yUJDs,-0.5150271606828378,50,15876615743,0.028441039067456025,-0.2737634418680725,0.58,0.481281393
5AS99FN4MrtN1co7S1ewmxg4PAku6p2vuehD54AH48Sm,-0.4221499166324912,50,15897241987,0.03125071279325896,0.17980139179003082,0.62,0.682607778
EdHUoq44y4qkw8N1PDD1uJuYoHZ3Lqjshc83JZyD1VNX,-0.0002540300473076388,50,15925926742,0.025085489622696463,0.2647615665442958,0.58,651.17436378
CQvwRHaxNUScPrE3VTJsbw8LNRudaKS52LZb4r4zcuuB,0.01354705540047725,50,15794173594,0.02743391032930922,0.1537654870194122,0.48,10.948656649
D816NASGzjogCFRSDm7kNeZ5nSWK3Tm1RBryaZh4QhFo,-0.12589330954243957,50,15785962451,0.025184162865300203,-0.22857633584556958,0.52,1.088845476
9K1A2gRBru5cqQEoiH8wSFi6FGZ8biALc3sQPwwo446d,-0.0037076767436420126,50,15860228646,0.029303203321586063,-0.0940323445780631,0.58,84.83720233
8peKuBtmAThSKJW9WHTtWWLTGVKg43Pjjz1Ha8T9yui4,-0.0003973334612822446,50,15879194636,0.027652197422795184,-0.3580460439349942,0.5,389.306089715
FVxeFYgyT4GC6D7gaLkMSu2qtSJfw2N4RVPZowi2A64Y,2.4130514094791823e-05,50,15935047539,0.025492712796117534,-0.06891087201967944,0.4,6698.656878562
4jgTN9YNrq4wCqRJ7tRne4u3S7prjGmvuASy2C36fN6y,-0.00042379267698970625,50,15928634153,0.028670494946864813,-0.049596057701423384,0.5,75.822295143
EDkv25Du3kZxStNyPNdDsG7mVs5Qt6VPoXc9LTzGwjwN,0.005155726522029726,50,15803737774,0.031372883109563855,-0.20214846111699578,0.4,19.792478427
nzLXdpypckyyBzVNs5g4yW5pSyYDhnAjKGswXkErVWs,-0.0001721623109572893,50,15928317957,0.028690903653043276,0.22518246049147367,0.54,615.826388481
8pzBGC9KkyssMFuckrcZTN52rhMng5ikpqkmQNoKn45V,0.0011571232236493516,50,15935759746,0.02700255331608292,-0.038355106031100546,0.42,185.352905486
Do3QPzdcTAapCzP365WC5WcG3SqKxsM8Vr1956goXMbc,2.828876105369757,50,15828192365,0.026613305834410027,-0.1413643763591339,0.52,0.025980458
7QFKuC87fjy8tSYF2gvtBkMPkPDk53EqQNhMHs2qXeQ2,-0.8054778937470408,50,15847700268,0.02947462440838157,0.0024192944080703802,0.54,0.200083271
3fDfvv9ZmK9kuZ9tg5214eMgqMEzjK55W12giK1tEun7,0.0,50,15761212372,0.027988450875302634,-0.05740167957762768,0.54,0.0
CJTJL9KvFhWS7GJvDgiUfd8xbwDTVTrzCnaHNt5N2SWc,0.0,50,15924071702,0.026207442467953528,0.026427743533463312,0.58,0.0
G1pRtSyKuWSjTqRDcazzKBDzqEF96i1xSURpiXj3yFcc,-0.0004021610887848237,50,15934830197,0.02627847262003177,0.035790569159607884,0.66,1117.548257451
5jg8hGyYaDjzGoz4eSZMFTfXmxMiQyJsaB84ZD2TT3i4,-1.0382776905256672,50,15931751211,0.026820140193215176,-0.10639349664966097,0.5,0.237152933
ByRNH4L8ANFjQA1haft5rViaFiSQy1aQS31yS3RTEC9b,0.003237523526158733,50,15934251226,0.030629173016175293,0.1474403837979039,0.52,1.880799818
48GwtttAxAX3GWKJJxCiArNS1iJGFEbF1sahaa49v7xD,0.005049569776933043,50,15934988678,0.031301668170454724,0.021500148406993214,0.42,55.284032693
j1oeQoPeuEDmjvyMwBmCWexzCQup77kbKKxV59CnYbd,0.00015466111112724933,50,15935743348,0.029020378937033936,0.1289214928834569,0.52,431.065891389
MgdgECXoT498458YjwhyxJB83y4Uu78yCTjsygouxBa,0.006021218930324667,50,15935705057,0.027144290302422606,-0.06243937649753954,0.48,23.789706819
j1oAbxxiDUWvoHxEDhWE7THLjEkDQW2cSHYn2vttxTF,0.00036962946211178645,50,15935743236,0.02349032334564107,0.020733057832621696,0.48,268.395630408
EZcv4WSEmX7WopTJc2bfrdaYovpKcxk81s9zXiQ3Zm9i,0.0,50,15803090450,0.03032526106641392,-0.16396240336328807,0.44,0.0
Dd998usAfDt7W95zASGWtW6fzerbioPEPBVjUzPz4aAr,-5.401696799622312,50,15838172133,0.030541540113717885,0.1474056197362505,0.5,0.011828116
Agph8gaUFbZJzt3tMdHxmpxUaQwDVWQf6MpzcfhCh6rU,0.5479738333041283,50,15934528440,0.02691465000827067,-0.05865645112250338,0.46,0.151476244
FLoM8b1SQjKresVeCge93TGT85nmQDmfwY5J32dkmzMK,3.724996658713469,50,15876229858,0.026148904482640088,0.1763879153431969,0.36,0.09999732
6S16mZZ1Vi9nNxMtpzRmeHFaV1g14oFXpAZ7ammM7Q5b,-5.186334142920979,50,15879613769,0.029230558782414862,0.012527926040154229,0.54,0.02338298
39neSjJwPF9BAfoCNnS3pyhgFLeuyuvkX8gebmYC9MiL,-0.0011024433210569298,50,15854627290,0.02887011353355681,-0.1716803356853288,0.54,24.269174242
C9beggursF9WdLyzunVSoz2Bw6kAxoQpUifPHbo4ybvw,-0.0005879005374943146,50,15926912357,0.029612868382932794,0.0013732703580599701,0.48,143.303335468
8JS4VmmQQfhLUP8NthkjWXLzxizMQQy1gV4VKuXvyAF6,6.490960374393346,50,15918485938,0.024761128873131318,0.18925182199239637,0.48,0.018094953
EvHnoAHYaNmdRsh47V16vGCacJGK2rUARGAbsy23ZLFC,-0.6867739466390167,50,15922462887,0.02986206518077447,-0.21628691808458544,0.64,0.311483272
7bfRTXj8LKuzxYkUeBWPpUKbA2aZuVPC1b1tz7cH2wfh,0.2930482509003322,50,15921525038,0.03069743341267018,0.234890342224967,0.38,1.329900439
FkCmwCbhux1H6f56HRMi1Mumwxd9bevbJ14a2KVVTqt3,0.22897350181953105,50,15918871925,0.02863778081752893,0.08842573802234079,0.48,0.033335824
D4YgXxadgihmTwzQoMYvnGBHsZWddXNJcyHdsBySvzkW,-0.058040926986079044,50,15865512711,0.0268929023693381,0.32274166383748426,0.56,1.631339455
ARBx28AMzR8NGK9M4yLwEyjne51vwsUfCrAgkXhzabPC,-0.010998073393062835,50,15935760368,0.029156300558383585,0.0009500677636056993,0.56,15.733254839
FXKQSCerTzM8JNTaX9o6AZaF7YcVSe7XtZ8r5jMEgaRA,0.0,50,15840914953,0.028971985733165014,-0.04935934071901469,0.56,0.0
YcjUULpoURFD8TVwDZC8Wsk4RbAY5L62TH3rJoaFFTk,-0.0008032568980303941,50,15935758118,0.029079350798911583,-0.21405034139906232,0.52,20.468720598
3nkuAxwH8zQPRcdFxBGzu8dw3BMm641s8aHzBqwWUuRJ,-0.10285995281580285,50,15789330438,0.025463800313802153,0.18734293317295153,0.48,0.223087453
BUSCjZJKAK9QgCDE9SvM24c6NSXRf6oMQ8Lq5tsMakQU,0.0,50,15905957599,0.030141768257358547,0.08751003698353729,0.32,0.0
BmnJnRYpDa4xZ7MBLWgTUzCdXaHCckJmBUhpFBC4svkJ,270.513002098382,50,15766860457,0.028059179414050627,-0.008539999536941133,0.38,0.00089088
4wmQQCrhK8fhJQjHAYfcJNi17WSMskGsYcTSs8UsYxzG,34.70581812758232,50,15811872928,0.02488160890568771,-0.26889901595286453,0.38,0.01078383
AKvTfVwV3eQBmy5d6dVPfTWa3k67S3Tea2tYkRb1SEK9,-0.7976633330504076,50,15925287918,0.029496662297377317,-0.04056309709626644,0.58,0.282695045
BACzmQWg6usC81NTRjDnCHjNDzpgyZtn164SFoBTjbMG,-0.08196464663971749,50,15933460555,0.027379349325123887,-0.12204703441508764,0.5,2.023684673
CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,-1.1227425967295687e-05,50,15935757435,0.030080941041612935,0.05374985451092376,0.58,4593.674066351
5ELozdFdHHwrCvtghtXKnsZBJEojjZpdmZUdbizq7hTf,1.5546728415886426,50,15873688064,0.029410825178983725,0.06738027457461566,0.38,0.158708879
A2BngFDGApxgfoGHvBGzBjN3zV7gFJB96u1p49NECvyw,-0.027211653628439685,50,15931990585,0.02768636737018066,-0.18092439956443607,0.6,11.085353111
DMpRWjbhCAyVTLkbWimA7V4VDKnxngXh3mS8WUXT1bNg,-0.008046589713356263,50,15812549849,0.033126798419769884,0.2773594668210856,0.46,0.472885943
DQaQRUndNuRyqZdpkyDqYjmi1Z1UFJS4vH93fMgGbQJ8,4.812600028995609,50,15801786765,0.02783016430278627,0.05805226068193227,0.54,0.004675034
JASFJS4E5hTSSGjTM4ZRLchbET1E8GbsZGn79h9pVWxY,109.26508284704867,50,15777698260,0.027488477566366982,-0.16715109535397255,0.42,0.0010023
6RPye9mbMoUqFKLaHGqC8FaA9V7kqdJksCdHU6zgyzCC,0.0763337004896907,50,15824690106,0.028307376046664084,-0.046384665729369154,0.46,2.018281096
7XJFKYt7fgABrxXZzkpqS7bUyPwAWaz1WSC2tfGW8nxh,0.0,50,15887973116,0.031663897056476535,-0.07485578250903853,0.52,0.0
Dq8GgFRJ6SaEwTg8VFU1Lb4313LKPMKJqcyjpYtpo98R,-0.7232394747230523,50,15882295630,0.028733408099157216,-0.12464207418943961,0.56,0.30585097
63WKbcoJaT3S7V9tkCiTfisnU3hYFVRBGpRhWfqRcjmJ,-117.15999269505099,50,15859388986,0.02594900914819612,-0.4609416539579804,0.58,0.000890881
E96S5Q9nDcc7VZSVPxKMByqKC1ReiddAG57nBRQSErGV,0.21948671394883912,38,11974639248,0.028284605893024957,0.23786418099596895,0.4473684210526316,0.37310531
F5wp7RT9Wh25ZSUNeDnzAi5ahRfjYaCS6j3FhFLfxmAf,17.373430749734194,50,15935105776,0.028520307569759335,-0.0790440018010263,0.38,0.017371294
8VP1bs1PooQph2j8nyjB3Bi47CjzrHXxhMEMKvbhhB1y,-2.335074434712349,50,15925898246,0.027975926599185588,0.09539888455187723,0.62,0.158056264
ampa6Xfyw9oFEjzCmEajZ66d1c7MMGw3Am396SyiNd5,-0.0004362337903253046,50,15935742704,0.029489935677457977,-0.007028730962772016,0.56,350.074196906
Gn96hdr1mboNUMuPEg2DBmJNvwxJf8Z51hGahVNdkSxT,-0.014757608425064284,50,15935761690,0.02964596090921229,-0.1534938865004301,0.6,21.75180094
BPVQySyC2iS9qsn8F5tH6Lyt6hLp8mmRekUeuJy9JEtq,0.01109852419234792,50,15925482261,0.03037308710260144,-0.036034659530049064,0.52,11.963523072
9ggbrKVdumZppXXuZx592faJbksq7FS6Zdw7gD2YgPv2,-0.5751185675696674,50,15894291325,0.02744857404280125,0.24833409922383115,0.56,0.133218813
8s6YfJg7Xa2qHqgW8YhjRMwsMULcYhR1GVPx5pXmFFcx,-0.0004697177997837222,50,15914376533,0.029982155701626923,0.09824960819715339,0.54,219.500756957
Bj24qHsb5AcVmZJfhuEkcoY6aNQ8LVVbEd8ZKCBDVxwF,42.393053683524194,50,15777576926,0.029586418863376995,-0.05958832627255999,0.42,0.006371996
6eyVHPowW5RmbGhw355EwtwYkpdv14kt3hf67ooXjEj3,-0.23521809556580264,50,15909453553,0.029515459211458112,0.27788787129126497,0.52,0.6550811
7fxJvidMnvbMQsNZA9XdaAxNAtm6r1ZcEsFFoXXKRp25,-0.0010214645705273048,50,15891915077,0.028785885562766535,-0.24540628302758574,0.56,94.655794996
pCtgi6ZAZBXYKbmtQTJZJ9ExpRdFmuCSatbubGxwxgh,0.0,50,15862133168,0.026115900044462563,-0.104041872387654,0.56,0.0
Bv1VHfhunaZTb2EDiJ7UFduFi8fgtKXqaSGHrW1w1vgH,0.7474809630949648,50,15790766986,0.027539008409554585,-0.04450419815269632,0.4,0.258943824
4HZPWRmXPrQ5E7K2f7v7popNQxs8vv2BAPFAgtkosD8X,-0.0010797522781104333,50,15934896559,0.028853766130661065,0.10934863459108277,0.64,440.578796175
FZvh6rgm6NENeyLXhgpd7qFwcT76uU1eRqkppp64TgA9,0.0,50,15862803244,0.02983768581977865,-0.1588533215750763,0.52,0.0
6E9H1daQwkpDNwTzaN9MsUdyCTQd8QF8DU2Nusmg4UNZ,-40.985348550834956,50,15795473262,0.029835646780799526,0.04476319752871396,0.62,0.008951305
